,,M (pente),,,,,,,,,,,,,,,,,, B (ordonnée à l'origine),,,,,,,,,,,,,,,,,,
Type-Superf,reprise,1,2,3,4,5,6,7,8,9,10,15,20,25,30,40,50,60,200,,,,,,,,,,,,,,,,,,,
U_2_ed_    67,0.072738611703863,0.046994653263359,0.038771920035010,0.035672069439162,0.034525330195643,0.034405368562251,0.034203625655313,0.033769760478587,0.033518560287345,0.033642639548457,0.033647876115032,0.032774457708157,0.032443311044433,0.032644685937993,0.032375165683132,0.032315909419194,0.031997444674468,0.032257047074382,0.031501785590535,5.978004860136150,9.198461024273600,4.003720872429260,4.130831537394750,4.097255552625010,4.025693618462660,3.958670997123970,3.934975820799960,3.901520019211750,3.851869112470520,3.820134973585170,3.763685073158400,3.709824166120970,3.638871493978280,3.624920959186040,3.575976211679940,3.564483271501890,3.516557015677960,3.455201503443810
U_2_ed_    96,0.076474325486409,0.045997476584733,0.033582786258067,0.032231226819351,0.031571069705274,0.031013614704168,0.031111488075033,0.030752785586546,0.030611106511555,0.030290251612474,0.029998353487780,0.029849605650350,0.029805263860869,0.029568284916198,0.029362341672593,0.029053004161569,0.029006751848302,0.028968211270724,0.028620869426973,5.619376337011780,9.294189985421680,4.501877715015830,4.461152428896640,4.380864559700500,4.351301988838700,4.255516204830830,4.224605410435910,4.180635581687580,4.173698354324870,4.170489145801410,4.044470870707860,3.963076695743180,3.934205992070630,3.914152064197770,3.889215116411960,3.851589782813800,3.832285252829170,3.731769455145790
U_2_ed_   139,0.075460339922563,0.040159054618140,0.028900033306212,0.027506455029047,0.027213104406793,0.026799765188631,0.026410631952972,0.026423546873517,0.026347658006497,0.026246664788273,0.026098775960331,0.025796338889587,0.025557992210061,0.025410396283006,0.025430276591379,0.025337913787804,0.025242448946662,0.025096998601298,0.024925745426108,5.760320330386280,10.105730638778200,5.152780375323660,5.117895707748830,4.986621736189360,4.937027071498270,4.908935205797420,4.826369591547000,4.773254923890620,4.735756922888770,4.712530422116710,4.607874950453940,4.553447455205480,4.512152512084240,4.460709110486580,4.405612678365260,4.374827886141680,4.370383813879370,4.245391691265930
U_2_ed_   200,0.074459562364193,0.037207445827286,0.025978588540030,0.025069101463745,0.024594637479199,0.024296440298505,0.024042954258176,0.023760430346861,0.023958486709164,0.023429577452374,0.023537555260841,0.023224435132116,0.023036021429565,0.022896174565966,0.022808334594727,0.022770772528544,0.022633989967968,0.022562457680525,0.022372862021730,5.960475842060350,10.696052396948900,5.737069328560080,5.605366420809320,5.510315121708130,5.437692049523460,5.382470744756610,5.358992896878160,5.251089183357110,5.299174390068610,5.224774562014750,5.122255701948120,5.057841611304670,5.014996855492310,4.985097509816880,4.919040930217260,4.896519681880570,4.877291998033930,4.755968372141680
U_2_ed_   288,0.074848877867575,0.026319266388538,0.021082239465756,0.020641832456607,0.020385795333934,0.020283465952268,0.020300162692537,0.020294071399506,0.020071412749307,0.020284050963224,0.020122108848056,0.020050627895467,0.020038858792393,0.019958965135657,0.020001162182099,0.019923722049756,0.019931102352634,0.020063159821244,0.020051021398506,5.848352977086320,13.831848075308300,7.147217861950900,6.880419894864940,6.722461659544370,6.593428661239900,6.460394715660630,6.357304273716430,6.370566483796120,6.205086018943830,6.208423128896970,6.036312186103000,5.921024450810270,5.860913171421240,5.793563164653740,5.738991468108300,5.674951315096760,5.597089781506820,5.424658471629970
U_2_ed_   416,0.058050640131282,0.021685802069159,0.018360789726283,0.018340845304925,0.018095609417876,0.018143507598899,0.018008717994703,0.017934991711512,0.017914173585270,0.017894234883648,0.017888374774693,0.017856198389080,0.017784772949348,0.017969343017322,0.017848438698817,0.017941660277609,0.017982216489697,0.017952092185839,0.018214269085100,12.836419875384200,15.759369232170200,8.279340953571800,7.837630549964710,7.675179000624450,7.483651336241440,7.413635709959600,7.338681423921760,7.267977976035590,7.199249508047710,7.137656503415990,6.949194860759860,6.858724161516960,6.688595972648820,6.689096133699290,6.563529165321240,6.485687834078640,6.475293917835650,6.188747434007100
U_2_ed_   600,0.052657320381586,0.018240802790041,0.016588366364997,0.016155249323465,0.016115430339954,0.016079347643217,0.015971997002969,0.016018002087227,0.016012119979899,0.015972876582439,0.016035985525017,0.016006157718223,0.016072418294549,0.016100368397082,0.016177197078737,0.016239145916276,0.016258908405029,0.016285556147689,0.016540829557516,16.072411725201600,17.826368799640600,9.342794970343430,9.148988138840760,8.863286447378000,8.722147309650570,8.635668304999660,8.488875198492760,8.409210139257930,8.352064488772730,8.249090053221340,8.059219263274120,7.886136954396240,7.809980744792580,7.691841105747050,7.585037782121350,7.519672684879540,7.475215540725180,7.192811150557180
UJRDT_a_    67,0.002738611703863,0.003912302434090,0.010241855691985,0.008140149560417,0.007022486194055,0.006539422836957,0.006133434275023,0.005950859101243,0.006155816241289,0.005707881625476,0.006101096792464,0.006070292624104,0.005324712008238,0.005556813128463,0.005772640122531,0.005135704280922,0.005001031495102,0.005216897597282,0.004884327276552,5.978004860136150,8.540006943051640,3.563466450045800,3.484284693882320,3.398588972911680,3.319634231617500,3.267413397657030,3.205589879515330,3.131935835648480,3.111181412164220,3.036455294758060,2.886525712757850,2.857284990301210,2.771514457253600,2.696961091642880,2.685958205497860,2.645362234511340,2.595149153849480,2.451421238732220
UJRDT_a_    96,0.006474325486409,0.009249036409155,0.004214115050904,0.005048960240580,0.005442675038761,0.005660427167400,0.005578016744893,0.005188825267798,0.005378389486752,0.005554939535233,0.005157355325659,0.004973422940729,0.005003838028420,0.005046904098548,0.005149099738228,0.005082076264276,0.005213732189376,0.005005384740438,0.005142353136260,5.619376337011780,8.027680481445400,4.142129551589540,3.781038868586670,3.550250843819890,3.404017815894950,3.320733480549550,3.278745127526000,3.206568804084080,3.125863852827560,3.127054475571360,2.991825202361880,2.888088892363710,2.820465724125440,2.756820968535990,2.691106495095810,2.624942967861060,2.615454388106560,2.426650756200280
UJRDT_a_   139,0.005460339922563,0.007800485603662,0.004879909677556,0.005279221003533,0.005146960509820,0.005017978670865,0.004992080636242,0.005246982426888,0.004900772670580,0.004859353116501,0.005208324311744,0.005207652308909,0.005237730253130,0.005035849225516,0.004975229333255,0.005031089884641,0.004943085928764,0.005011142166003,0.004923629272234,5.760320330386280,8.229029043408970,4.049584098485010,3.749032622536210,3.591355163342690,3.493318156913430,3.402178599652010,3.270661282412570,3.272957541531980,3.222550365031330,3.119969786505530,2.959267320184820,2.855577873129030,2.822002351476890,2.780988954827170,2.698193601865080,2.662562798086150,2.614654105953030,2.457053373299910
UJRDT_a_   200,0.004459562364193,0.006370803377418,0.006681980177394,0.005547187212482,0.005616644512167,0.005544742564311,0.005434191404224,0.005460534305164,0.005352261610820,0.005400927965998,0.005246531245705,0.005094830495462,0.005065089683748,0.005103869641266,0.004960480573833,0.004973770344909,0.004911665027454,0.004847606021620,0.004840554362318,5.960475842060350,8.514965488657640,3.689169998517260,3.695439380746390,3.497418362873320,3.387965378224090,3.313756446055600,3.227950906757310,3.182659753484050,3.114235395131910,3.112328399713360,2.981831682874190,2.890105987005400,2.808398268326930,2.783938706711670,2.709657509811550,2.668846978348130,2.647361334829580,2.473668355282920
UJRDT_a_   288,0.004848877867575,0.006926968382250,0.005725940021162,0.005622030198120,0.005602358360413,0.005420086598243,0.005461107285309,0.005247020743636,0.005225475323333,0.005205367171623,0.005203985683692,0.005136720726716,0.005105130658513,0.005060201566318,0.005094880687268,0.005060357629468,0.004975523109177,0.005043604375572,0.004974465220370,5.848352977086320,8.354789967266170,3.964509563512230,3.673884600882680,3.501532774578260,3.423866296451850,3.306004672303030,3.289442812477410,3.219174204280160,3.170556903912010,3.124581521572900,2.969767296273020,2.878574186273220,2.820974673912000,2.745231474042210,2.684720371858650,2.650455850811830,2.590913808891260,2.435102028164060
UJRDT_a_   416,0.004354987957369,0.006221411367670,0.006039334498030,0.005754225418320,0.005497982634732,0.005473153273735,0.005456937878541,0.005362138777103,0.005351476708765,0.005308260016438,0.005271513797939,0.005206035904023,0.005038326118878,0.005036681787824,0.005017348602795,0.005020622188271,0.004991831130416,0.004987476443226,0.004934569104984,6.053811179732020,8.648301685331460,3.834137461135200,3.618891389279530,3.544953076461580,3.401790559447100,3.307739145518440,3.241553710554980,3.166757627940530,3.127753480468780,3.096489826046180,2.940932182513480,2.906364874761290,2.830758901765430,2.777484821183250,2.701250315396530,2.643671713976580,2.614263028747200,2.451698812164700
UJRDT_a_   600,0.003978075098568,0.005682964426525,0.005639941133632,0.005538972840756,0.005292659997528,0.005217616868374,0.005127088010477,0.005165209628667,0.005084667701889,0.005050297952468,0.005019579974633,0.004935477299698,0.004919242118119,0.004912382119543,0.004881566728906,0.004832583662586,0.004881429723297,0.004884893234803,0.004904573491306,6.279958895012860,8.971369850018380,4.073773479773930,3.748042935817770,3.668146658784120,3.555112402663500,3.505649066356880,3.359711199616810,3.326843032066000,3.282530718850900,3.247650120029990,3.103267345108150,2.977815275216390,2.905338702734100,2.858953945516710,2.814073430807510,2.709912558248120,2.675812953801170,2.469696180371480
